Code;Name
31FB;ZHONGRONG US$225M 6% N180615
31GB;KOREAHYDRUS$300M3.25%N250615R
31HB;KOREAHYDRUS$300M3.25%N250615A
31IB;HAIKOU ML CNY600M 7.25%N180618
31JB;KIRKHAM US$7.6M 14.25%N180615
31KB;BKOFNOVASCOTIA US$50M Z450622
31LB;EDIONCORP JPY15BCB250619
31MB;VLL INTL US$300M7.375%N220618
31NB;LMIRT CAP S$75M4.1%N200622
31OB;KOREADEVBK CNY1B3.55%N180619
31QB;FONTERRA CNY1B4%N200622
31RB;CWADVTECH S$75M7%N180625
31WB;HYUNDAIHEAVY US$221.6MEB200629
31XB;ASCOTTREIT S$250M4.68%PERPSEC
31YB;BAIDU INC. US$750M3%N200630
31ZB;BAIDU INC.US$500M4.125%N250630
32AB;EX-IMBKKORUS$600M2.625%N201230
32CB;SINGTELGRP US$500M3.25%N250630
32DB;GOVOFMONGOLIA CNY1B7.5%N180630
32EB;BANKOFCHINASGD500M2.75%N190630
32FB;BANKOFCHINACNY500M4.4%N300630
32GB;BANKOFCHINACNY500M4.15%N250630
32HB;BANKOFCHINA CNY2B3.6%N170630
32IB;BANKOFCHINACNY1.5B 3.95%200630
32JB;BANKOFCHINACNY500M4.05%N220630
32KB;ADVANCED SEMI US$200M CB180327
32LB;KOREADEVBK US$50M3.376%N250709
32MB;CENTURION S$65M5.25%N180716
32NB;ROXY-PACIFIC S$60M 4.5%N180720
32OB;SANKYO CO., LTD.JPY20BCB200723
32PB;MBL US$80M CN450720
32QB;NAM CHEONG S$75M6.5%N180723
32SB;KOREAGAS US$500M3.5%N250721A
32TB;KOREAGAS US$500M3.5%N250721R
32UB;RHT HTR S$60M4.5%N180722
32VB;KEXPORT LEASING US$150MF250722
32WB;NONGHYUPUS$300M2.875%N200722
32XB;SUMITOMITBK US$500MF180723
32YB;SUMITOMITBKUS$500M3.65%N250723
32ZB;SUMITOMITBKUS$1B 2.65%N200723
33AB;SUMITOMITBKUS$1B 1.95%N180723
33CB;KOREADEVBK S$200M2.05%N180723
33DB;KOREADEVBK CNY138M4.05%N180724
33EB;EXPIMPBKKORS$250M2.04%180724
33FB;BOCAVIATIONCNY300M4.7%220728
33GB;FUKOKU MLIFE US$500M5%PSEC
33HB;SOFTBANK EUR500M4%N220730
33IB;SOFTBANK EUR1.25B4.75%N250730
33JB;SOFTBANK EUR500M5.25%N270730
33KB;SOFTBANK US$1B5.375%N220730
33LB;SOFTBANK US$1B6%N250730
33MB;TONGDA HK$880M1%CB180625
33NB;THECHIBABANKUS$300M2.75%200729
33OB;MITSUMI ELEC YEN20B CB220803
33PB;HANA BANK CNY630M4.05%N180730
33QB;ADANIPORTSUS$650M3.5%N200729R
33RB;ADANIPORTSUS$650M3.5%N200729A
33SB;INDONESIAEUR1.25B3.375%250730R
33TB;INDONESIAEUR1.25B3.375%250730A
33UB;ASCENDASREITS$100M2.95%N200803
33VB;SHINHAN BK CNY1.2B4.2%N180806
33WB;EZION S$120M 3.65% N200805
33XB;EXIMBKKOR USD50M3.45%N300804
33YB;EXIMBKKOR CNY1B4.1%N180806
33ZB;DBS BK US$1B 1.625%N180806A
34AB;DBS BK US$1B 1.625%N180806R
34BB;TINGYI CNY1B4.375%N180806
34CB;BKOFNOVASCOTIA US$80M Z450810
34DB;EX-IMBKKOR CNY280M4.2%180807
34EB;CCT MTN S$100M2.96%N210813
34FB;MBL CNY100M 4.2% N180812
34GB;ICICI BK US$500M3.125%N200812
34HB;BL CAPITAL US$200M4.5%N180817
34IB;KOREADEVBK CNY1.2B4.1%N180824
34JB;HANA BANK RMB130M4.25%N180820
34KB;OCBC S$500M3.8%NCCPCS
34LB;UNIVERSALENT US$600M12%N200824
34MB;SMC GLOB US$300M6.75% CS210226
34NB;ROYAL CAP US$450M5.5%PERCAPSEC
34OB;DOUBLECHARMUS$450M2.875%180827
34PB;LTA S$600M3.09%N270831
34QB;LTA S$600M2.57%N220831
34RB;EXIMBKKOR US$50M3.047%N250901
34SB;EXIMBKKOR US$50M3.32%N300903
34UB;SHINHAN BK EUR120MF170911
34VB;BKOFNOVASCOTIA US$50M Z450917
34WB;BANKTOKYO US$500M F180914A
34XB;BANKTOKYO US$500M F180914R
34YB;BANKTOKYO US$1B2.75%N200914A
34ZB;BANKTOKYO US$1B2.75%N200914R
35AB;BANKTOKYO US$500M2.15%N180914A
35BB;BANKTOKYO US$500M2.15%N180914R
35CB;DAIO PAPER CORPJPY30BCB200917
35DB;KOREADEVBKUS$750M3.375%N250916
35FB;CENTRALNIPP US$115MF200917
35GB;CENTRALNIPUS$285M2.381%B200917
35HB;LTA S$650M3.51%N300918
35IB;LTA S$650M2.73%N200918
35JB;AVIFUND USD500M3.8%250916R
35KB;AVIFUND USD500M3.8%250916A
35LB;AVIFUND USD500M2.85%200916R
35MB;AVIFUND USD500M2.85%200916A
35OB;BKOFNOVASCOTIA US$50M Z450925
35PB;UNICHARM CORP YEN50BCB200925
35QB;MACQUARIEBANK US$100M Z450923
35RB;COCA-COLAAM A$30M4.166%N250918
35SB;FIJI US$200M 6.625%N201002
35TB;BKOFNOVASCOTIA US$50M Z451002
35UB;KORNATOILUS$600M3.25%N251001A
35VB;KORNATOILUS$600M3.25%N251001R
35WB;ICICI BK US$50M F170328
35XB;WEICHAI US$400M4.125%B200930
35YB;ASCENDASITRUSTS$30M3.9%N201005
35ZB;BKOFNOVASCOTIA US$50M Z451009
36AB;IVL S$195M3.73%B251007
36BB;ASCENDASREITS$300M4.75%PERPSEC
36CB;IWATANI CORP YEN30B CB201022
36DB;MITSU UFJ US$1.25B2.65%201019R
36EB;MITSU UFJ US$1.25B2.65%201019A
36GB;MIZUHOFN US$750M4.353%N251020R
36HB;MIZUHOFN US$750M4.353%N251020A
36IB;MEIJI YLI US$2B5.2%N451020A
36JB;MEIJI YLI US$2B5.2%N451020R
36KB;SUMITOMITBKUS$500M2.45%N201020
36LB;MIZUHOBK US$500M2.15%N181020A
36MB;MIZUHOBK US$500M2.15%N181020R
36NB;MIZUHO BANK US$1B2.7%N201020A
36OB;MIZUHO BANK US$1B2.7%N201020R
36PB;MIZUHO BANK US$500M F181020A
36QB;MIZUHO BANK US$500M F181020R
36RB;MITSU UFJ US$500M2.75%N201021
36SB;KOREADEVBK EUR15M F181026
36UB;KEPPEL REIT S$150M4.98%PERPSEC
36VB;RIZALCOMBKUS$320M3.45%N210202
36WB;SRI LANKA US$1.5B6.85%B251103A
36XB;SRILANKA US$1.5B6.85%B251103R
36YB;HDB S$1.2B2.1%N201103
36ZB;INDOEXIMBK S$50M4.135%N201103
37AB;KOREADEVBK US$100M F161104
37BB;MAPLETREEGCCTS$100M3.96%221109
37CB;EXIMBKKOR US$1B3.25%N251110
37DB;EXIMBKKOR US$750M2.5%N210510
37EB;OCBC A$400M F181112
37FB;KOREANATOILUS$100M3.22%N301110
37GB;PACIFICINTL S$130M7.25%N181116
37HB;FUTURELANDUS$250M6.25%171112
37IB;QBEINS US$300M6.1%N451112
37KB;JULIUS BAER S$450M5.9%PERPBOND
37LB;KOOKMINBK US$250M0.98%N161117
37MB;AXIATAUS$500M3.466%SUKUK201119
37NB;ASCOTTRMTNS$200M 4.205%N221123
37OB;KOREAHSE US$500M2.5%B201115R
37PB;KOREAHSE US$500M2.5%B201115A
37QB;MICLYN US$150M8.75%B181125
37RB;LMIRT CAP S$100M4.5%N181123
37SB;BKOFNOVASCOTIA US$50M Z451123
37TB;EXP-IMP BK KOR USD50M F170520
37UB;STATSCHIPUS$425M8.5%N201124A
37VB;STATSCHIPUS$425M8.5%N201124R
37WB;SP POWERA US$700M3.25%N251124A
37XB;SP POWERA US$700M3.25%N251124R
37YB;KOREAN AIR US$300M2.5% CAPSEC
37ZB;POWERLONG US$200M7.625%N181126
38AB;CITICENVIR US$175M5.45%PERPSEC
38BB;KEPPELCORPS$200M3.725%N231130
38CB;IDBI BK US$350M 4.25%N201130
38DB;ST TELEM S$300M4.05%N251202
38EB;TOHOKU ELECTRIC JPY70B Z201203
38FB;TOHOKU ELECTRIC JPY50B Z181203
38GB;HNAGRPINTLUS$250M8.125%N181203
38HB;DOOSANPOWER US$300M2.5% CAPSEC
38IB;KOREADEVBK S$200M2.65%N181203
38JB;GOLDENWHEELUS$100M9.5%N171208
38KB;INDONESIAUS$2.25B4.75%N260108A
38LB;INDONESIAUS$2.25B4.75%N260108R
38MB;INDONESIAUS$1.25B5.95%N460108A
38NB;INDONESIAUS$1.25B5.95%N460108R
38OB;KOREA EXPC US$100M3.1%N260608
38PB;KOREADEVBK CNY1.3B4.2%N181215
38QB;HYDOO INT US$100M13.75%N181215
38SB;BKOFNOVASCOTIA US$30M Z301229
38TB;COCA-COLAAM A$20M4.25%N251229
38UB;VIDEOCON US$75.2M 2.8%CB201231
38VB;DBS GRP S$480M2.78% N210111
38WB;KOREADEVBK US$1B 3%N260113
38XB;KOREADEVBK US$500M 2.5%N210113
38YB;TECHENOIL US$6.02M 6%C220115
38ZB;ASCENDASPTELTDS$200M3.5%230118
39AB;MAPLETREETREAS$200M2.92%190121
39BB;EVERGRANDE US$300M8%N190115
39CB;DBS GRP HKD527M1.87% N200115
39DB;CHINAENERGYUS$400M6.125%190115
39EB;WOORIBANKUS$500M2.625%N210720A
39FB;WOORIBANKUS$500M2.625%N210720R
39GB;SUMITOMITBKUS$750M2.05%N190118
39HB;SUMITOMITBK US$500MF190118
39IB;NIPPONLIFEUS$1.5B4.7%N460120A
39JB;NIPPONLIFEUS$1.5B4.7%N460120R
39KB;DBS GRP S$250M3.8% N280120
39LB;EXP-IMBKINDUS$500M3.125%210720
39MB;PING AN US$500M2.875% N210119
39NB;PING AN US$700M2.375% N190119
39OB;BKOFNOVASCO US$30M3.73%N310127
39PB;KOREAMIDLD US$300M2.5%N210721
39RB;GCL-POLYUS$225M0.75%C190722
39SB;KEB HANABKUS$300M2.5%N210127
39TB;HDB S$1B2.5%N230129
39UB;BKOFNOVASCOTIA US$100M Z460203
39VB;BKOFNOVASCO CNY130M5%N190203
39WB;BIZLINKHOLDING US$60M Z210203
39XB;BKOFNOVASCOTIA US$20M Z310211
39YB;BKOFNOVASCOTIA US$15M Z360216
39ZB;EXIMBKKOR US$400M2.125%N210211
3A0B;WING TAI S$100M 4.7%N240228
3A1B;MITSU UFJ CNY500M3.28%N170227
3A5B;BANKOFCHINA RMB1B4%N190304
3A6B;GEMDALE CNY1.05B 6.5%B170304
3A7B;VALUESUCCESS$370M4.125%N190906
3A8B;TAIWAN GLASS US$100M CB190310
3ACB;ICICI BK UKUS$50M F161201
3ADB;ICICI BK UKUS$150M 6.375%N
3AGB;HUTCHIWHAM GBP400M5.625%261124
3AHB;HUTCHIWHAM GBP300M5.625%171124
3APB;SMFG PREF CAP US$1650M NCPPS A
3AQB;SMFG PREF CAP US$1650M NCPPS R
3ARB;SMFG PREF CAP GBP500M NCPPS A
3ASB;SMFG PREF CAP GBP500M NCPPS R
3B0B;BANKTOKYO US$850MF170310R
3B1B;BANKTOKYO US$850MF170310A
3B2B;BANKTOKYO US$1B1.2%N170310R
3B3B;BANKTOKYO US$1B1.2%N170310A
3B4B;BANKTOKYO US$1B2.3%N190310R
3B5B;BANKTOKYO US$1B2.3%N190310A
3B6B;BANKTOKYO US$750M3.75%N240310R
3B7B;BANKTOKYO US$750M3.75%N240310A
3B8B;BANKTOKYO US$400M4.7%N440310R
3B9B;BANKTOKYO US$400M4.7%N440310A
3BFB;ICICI BK US$750M6.375%220430A
3BGB;ICICI BK US$750M6.375%220430R
3BRB;MINERVA US$150M9.5%N170201A
3BSB;MINERVA US$150M9.5%N170201R
3C0B;CWT S$100M4%N170313
3C2B;GS YUASA CORP YEN25B CB190313
3C3B;EZION S$55M 5.1% N200313
3C4B;ADVANTEST CORP JPY30B CB190314
3C8B;EMECO US$335M9.875%N190315 A
3C9B;EMECO US$335M9.875%N190315 R
3CCB;HDB S$250M3.55%N170214
3CDB;INDON US$1.5B6.625%N370217A
3CEB;INDON US$1.5B6.625%N370217R
3D0B;HYUNDAI CAP US$500M F170318A
3D1B;HYUNDAI CAP US$500M F170318R
3D3B;SABANA SUKUK S$90M4%TC180319
3D4B;UOB USD800M 3.75%N240919
3D5B;OCBC A$400M F170324
3D8B;INTLFINCORP INR20B7.8%190603
3D9B;IDBI BK US$300M 5%N190925
3DEB;BKOFINDIA US$85M 6.994%N
3E0B;HDB S$750M3.008%N210326
3E2B;BCP VICAYMAN US$275M8%N210415A
3E3B;BCP VICAYMAN US$275M8%N210415R
3E4B;AUCKLANDCOEU185M 2.125%N340324
3E5B;MIZUHO FINUS$1.5B4.6%N240327A
3E6B;MIZUHO FINUS$1.5B4.6%N240327R
3E7B;EXP-IMBKINDUSD500M3.875%191002
3ESB;GS CALTEX US$500M5.5% N170424A
3ETB;GS CALTEX US$500M5.5% N170424R
3F1B;SUMITMITFUS$1.75B4.436%240402R
3F2B;SUMITMITFUS$1.75B4.436%240402A
3F3B;ICICI BK AUD150M6.125%N190403
3F4B;SIA S$300M3.75%N240408
3F5B;SIA S$200M3.145%N210408
3F6B;KOREADEVBK NZD100M5.25%N180403
3F9B;KOOKMINBK US$50MF170314
3FGB;WOORIBANK US$1B 6.208%N370502A
3FHB;WOORIBANK US$1B 6.208%N370502R
3G0B;SHINHANBKUS$500M F170408A
3G1B;SHINHANBKUS$500M F170408R
3G2B;SWIBER S$100M 5.55%N161010
3G4B;SIAMCOMMBKUS$750M3.5%190407A
3G5B;SIAMCOMMBKUS$750M3.5%190407R
3G6B;VIBRANTGRP S$100M 7.35%PERSEC
3G7B;KINGSOFT HK2.327B1.25%CB190411
3G8B;KOREADEVBK USD30M3.7%N240411
3G9B;KOREADEVBK USD30M3.72%N240410
3GKB;OCBC WING HANG BK US$400M6%N
3GVB;LI & FUNG US$500M5.5%170516
3GWB;BANKBARODAUS$300M6.625%N220525
3GXB;IRPC US$250M6.375%170525
3H0B;THETA CAPITAL US$150M7%N220411
3H2B;JBSINVEST US$750M7.25%N240403R
3H3B;JBSINVEST US$750M7.25%N240403A
3H4B;KOREADEVBK USD50M3.7%N240411
3H5B;SUHYUP BK US$300M2.625%N190416
3H6B;THE YAMAGATA BKUS$100MCB190422
3H7B;OCBC US$1B4% N241015R
3H8B;OCBC US$1B4% N241015A
3H9B;MINERVA US$300M8.75%PERSECR
3HBB;HDB S$150M3.35%N190611
3HSB;MOSER BAER US$75M CB120621A
3HTB;MOSER BAER US$75M CB120621B
3HVB;CAPITALAND S$1B 2.95%CB220620
3I0B;MINERVA US$300M8.75%PERSECA
3I2B;MIZUHO BANKUS$500M1.3%N170416A
3I3B;MIZUHO BANKUS$500M1.3%N170416R
3I4B;MIZUHO BANKUS$500M F170416A
3I5B;MIZUHO BANKUS$500M F170416R
3I6B;MIZUHOBANKUS$1.5B2.45%N190416A
3I7B;MIZUHOBANKUS$1.5B2.45%N190416R
3I8B;MIZUHOBANKUS$500M3.75%N240416A
3I9B;MIZUHOBANKUS$500M3.75%N240416R
3IBB;STATEBKIND US$225M 7.14%N
3IEB;MAJAPAHIT US$500M7.25%N170628A
3IFB;MAJAPAHIT US$500M7.25%N170628R
3IGB;MAJAPAHITUS$500M7.875%N370629A
3IHB;MAJAPAHITUS$500M7.875%N370629R
3ILB;BW GROUP US$500M6.625%N170628A
3IMB;BW GROUP US$500M6.625%N170628R
3INB;AXIS BANK US$60M7.125%N220628
3J0B;SRILANKA USD500M5.125%B190411A
3J1B;SRILANKA USD500M5.125%B190411R
3J2B;OVERSEASEDU S$150M5.2%N190417
3J3B;OILINDIA US$500M5.375%N240417
3J4B;OILINDIA US$500M3.875%N190417
3J6B;STATEBKINDUS$750M3.622%190417R
3J7B;STATEBKINDUS$750M3.622%190417A
3J8B;STATEBKINDUS$500M4.875%240417A
3J9B;STATEBKINDUS$500M4.875%240417R
3JAB;SKTELECOM US$400M6.625%N270720
3JDB;3IINFOTECH US$2.435MCB170726
3K0B;REXLOT HK$1.6B 4.5%CB190417
3K2B;INTLFINCORP INR12B8.25%210610
3K3B;KT CORP USD650M1.75%170422R
3K4B;KT CORP USD650M1.75%170422A
3K5B;KT CORP USD350M2.625%190422R
3K6B;KT CORP USD350M2.625%190422A
3K7B;MEBUKIFINGP US$300M CB190424
3K8B;THEBKEASTAUS$700M2.375%170424
3K9B;GOLDEN LEGACY US$200M9%190424R
3KXB;PUB S$300M3.62%B271012
3KYB;KARUTURI US$50M CB121019
3L0B;GOLDEN LEGACY US$200M9%190424A
3L1B;SYDNEYAIRP EUR700M2.75%240423
3L2B;KASIKORNBANKUS$350M3.5%N191025
3L3B;UNIONBKINDUS$350M4.5%N191028
3L4B;CAMBRIDGE-MTN S$30M4.1%N200429
3L5B;GOLDENASSET S$150M 4.2%N170430
3L6B;KOREAEXP US$500M1.625%N170428A
3L7B;KOREAEXP US$500M1.625%N170428R
3L8B;MIE HLDG US$500M7.5%N190425A
3L9B;MIE HLDG US$500M7.5%N190425R
3LOB;CAPITALDTRE S$250M4.35%N191031
3LTB;CHALLENGER LIFE A$400MF371107
3M0B;KOREADEVBK US$20M3.615%N240430
3M1B;KOREADEVBK US$30M3.605%N240429
3M2B;WOORIBANK USD1B4.75%N240430A
3M3B;WOORIBANK USD1B4.75%N240430R
3M4B;VLL INTL US$225M7.45%N190429
3M5B;RH INTL US$300M3.5%N190502
3M6B;KORLANDH US$500M1.875%N170802A
3M7B;KORLANDH US$500M1.875%N170802R
3M8B;KOREADEVBK US$50M3.62%N240429
3M9B;AYCFINANCE US$300M0.5%B190502
3N0B;TML HLDG US$300M 5.75%N210507
3N1B;BANGLALI US$300M8.625%N190506R
3N2B;BANGLALI US$300M8.625%N190506A
3N3B;MINERA US$340M2.875%N190507R
3N4B;MINERA US$340M2.875%N190507A
3N5B;SMC GLOBAL US$300M7.5%CAPSEC
3N6B;BOCAVIATIONUS$300M3.875%190509
3N7B;YANLORDLD S$400M6.2%N170508
3N8B;RICKMERSTRUSS$100M8.45%N170515
3N9B;GALLANT S$150M 5.9%N170512
3NUB;THE ISRAEL ELECUS$250MF180117
3NVB;REPUBOFINDOUS$1B6.875%B180117A
3NWB;REPUBOFINDOUS$1B6.875%B180117R
3NXB;REPUBOFINDOUS$1B7.75%B380117A
3NYB;REPUBOFINDOUS$1B7.75%B380117R
3O0B;ASCENDASREIT S$75M2.5%N190516
3O2B;OCBC GBP250M F170515
3O3B;PTPERGASUS$1.35B5.125%N240516A
3O4B;PTPERGASUS$1.35B5.125%N240516R
3O5B;UOB S$500M 3.5%N260522
3O6B;HAINANAIR CNY1.7B6.25%B170522
3O7B;SHUION US$637.027M8.7%N180519
3O8B;SHUION US$202.487M9.75%N200519
3OMB;HDB S$300M3.63%N230227
3OOB;MAPLETREETREAS$90M4.45%180307A
3P0B;BHARTIAIR EUR750M3.375%210520R
3P1B;BHARTIAIR EUR750M3.375%210520A
3P2B;BHARTIAIR US$1B5.35%240520R
3P3B;BHARTIAIR US$1B5.35%240520A
3P4B;IND&COMMBKCH US$700M2.5%171121
3P9B;COCACOLAAM A$100M4.625%N210521
3PDB;NAT AGRIC CF YEN10B3.16%180502
3Q0B;COUNTRYGAUS$550M7.875%N190527R
3Q1B;COUNTRYGAUS$550M7.875%N190527A
3Q2B;HDB S$675M2.223%N190528
3Q3B;CENT CHINA S$200M6.5%N170526
3Q4B;LONGFOR CNY2B6.75%N180528
3Q6B;NANFUNG US$200M4.875%N240529
3Q7B;PT PERTAMUS$1.5B6.45%N440530A
3Q8B;PT PERTAMUS$1.5B6.45%N440530R
3Q9B;HEETONHOLDING S$60M5.9%N170602
3QFB;THEISRAELELEUS$1B7.25%N190115A
3QGB;THEISRAELELEUS$1B7.25%N190115R
3QTB;DBSCAFUNDIICORPS$1.5B5.75%NCPS
3R0B;MERCATOR US$16M4.75%CB190527
3R1B;EXP-IMPBKK NZD100M4.875%171215
3R2B;BANYAN S$125M4.875%N190603
3R3B;EXP-IMPBKK AUD100M4.75%210603
3R4B;SYNDICATEBUS$400M3.875%N191204
3R5B;TRIKOMSEL S$100M 7.875%N170605
3R6B;CENTRALNIPP US$150MF210216
3R7B;CENTRALNIPUS$250M2.241%B210216
3R8B;EX-IMBKKOR CNY215M5.2%190216
3R9B;EXP-IMP BK KOR USD30M F190218
3RAB;KOREADEVBK YEN15B 3.22%N180530
3RDB;BRASKEMFINUS$500M7.25%N180605A
3REB;BRASKEMFINUS$500M7.25%N180605R
3RJB;IND BK KOR YEN15B3.33%N180613
3RLB;EXP-IMPBK KORYEN15B3.24%180620
3RQB;AUSNETSHP GBP$250M7.125%180626
3RXB;VEDANTA US$750M9.5%N180718A
3RYB;VEDANTA US$750M9.5%N180718R
3RZB;GOODMAN AUS GBP250M9.75%180716
3S0B;CMT MTN S$100M3.5%N260225
3S1B;NTPC US$500M4.25%N260226
3S2B;EXP-IMBKKOR US$50M2.6%N260225A
3S3B;EXIMBKKOR US$50M2.6%N260225B
3S4B;DANGACAP US$750M3.035%TC210301
3S5B;TEMASEKF(I)EUR500M1.5%N280301
3S6B;TEMASEKF(I)EUR600M0.5%N220301
3S7B;MITSU UFJ US$2.1B2.95%210301
3S8B;MITSU UFJ US$400MF210301
3S9B;MITSU UFJ US$2.5B3.85%N260301
3SCB;ICICI BK UK US$50M N180401
3SFB;HDB S$300M3.95%N180715
3SJB;SMFG PREF CAP 3US$1.35BNCPPS A
3SKB;SMFG PREF CAP 3US$1.35BNCPPS R
3SLB;SMFG PREF CAP 2 GBP250MNCPPS A
3SMB;SMFG PREF CAP 2 GBP250MNCPPS R
3SNB;ICICI BK US$77.5M N180722A
3SOB;ICICI BK US$77.5M N180722R
3STB;MAYBANK BHD S$600M 6% S
3SXB;SP POWER A S$280M4.665%N200818
3T0B;EX-IMBKKOR CNY200M5.1%190302
3T1B;UOB EUR500M 0.25%B210309
3T2B;ASCENDASPTE S$100M2.965%210316
3T3B;COURTSASIA S$75M5.75%N190315
3T4B;EXP-IMPBKKOEUR750M0.375%190315
3T5B;HYUNDAICAPUS$500M2.875%210316A
3T6B;HYUNDAICAPUS$500M2.875%210316R
3T7B;PERENNIALTREAS$125M4.9%190318
3T8B;UOB US$500M 3.5%N260916
3T9B;EXP-IMP BK KOR USD350M F210317
3U0B;MAPLETREEGCCTS$120M3.5%230322
3U1B;OCBC A$300M F200317
3U2B;EXP-IMPBKK CNY200M4.85%190309
3U3B;ICICI BK US$700M 4%N260318A
3U4B;ICICI BK US$700M 4%N260318R
3U5B;DBS BK US$50M Z460324
3U6B;ASCOTTRMTN S$120M 4% N240322
3U7B;AXIATAUS$500M4.357%SUKUK260324
3U8B;KOREAGAS US$100M2.83%N260322
3U9B;ASCENDASPTE S$75M3.5%260324
3UIS;NX09100W 190601
3UJS;NY09100H 240901
3UKB;KOREAELPWR YEN20B4.19%N181127
3UNB;KOREADEVBK US$2B8%N140123
3UPB;ISRAELELEUS$500M9.375%N200128A
3UQB;ISRAELELEUS$500M9.375%N200128R
3UVB;REPUOFINDOUS$2B11.625%N190304A
3UWB;REPUOFINDOUS$2B11.625%N190304R
3UZB;POSCO US$700M8.75%N140326A
3V0B;SHINHANBKUS$500M3.875%N260324R
3V1B;SHINHANBKUS$500M3.875%N260324A
3V2B;LUM CHANG S$50M5.5%N190328
3V3B;BREADTALK S$75M4.6%N190401
3V4B;TACORP S$40M 5.5%N180329
3V6B;KOREAGAS US$100M2.8%N260329
3V7B;KEIHAN YEN20B CB210330
3V8B;PERUSAHAUS$1.75B4.55%TC260329R
3V9B;PERUSAHAUS$1.75B4.55%TC260329A
3VAB;POSCO US$700M8.75%N140326R
3VGB;REPUBOFKORUS$1.5B7.125%N190416
3VXB;SP POWER A YEN15B3.1%N240430
3W0B;PERUSAHAANUS$750M3.4%TC210329R
3W1B;PERUSAHAANUS$750M3.4%TC210329A
3W2B;KOREADEVBK CNH130M4.5%N190330
3W3B;TMB BANK US$300M3.108%N211001
3W4B;SUZUKI MOTOR JPY100B Z210331
3W5B;SUZUKI MOTOR JPY100B Z230331
3W6B;CCT MTN HK$585M2.27%N210322
3W7B;GOVOFMONGUS$500M10.875%210406A
3W8B;GOVOFMONGUS$500M10.875%210406R
3W9B;EXP-IMPBKK CNY200M4.4%190330
3WAB;EXP-IMP BK KORUS$50M7.8%190429
3WGB;SP POWERA HKS$500M4.01%N190520
3WHB;HUTCHIWHAMUS$1.5B7.625%190409A
3WIB;HUTCHIWHAMUS$1.5B7.625%190409R
3WNB;PSALM US$1B7.25%N190527A
3WOB;PSALM US$1B7.25%N190527R
3WZB;JAPANEXPWAYYEN50B2.85%B390318S
3X0B;ASCENDASREITS$130M2.655%210407
3X1B;SOILBUILDBIZ S$100M3.6%210408
3X2B;KOREADEVBK US$150M F190412
3X3B;KOREADEVBK US$150M F210412
3X4B;CROESUSRETAIL S$60M5%200413
3X5B;CK HUTCHI EUR650M 2%N280406
3X6B;CK HUTCHI EUR1.35B1.25%N230406
3X7B;OLAM US$300M4.5%N210412
3X8B;KORNATOILUS$500M2.125%N210414R
3X9B;KORNATOILUS$500M2.125%N210414A
3XMB;ST ENGG FIN US$500M4.8%N190716
3Y0B;KORNATOILUS$500M2.625%N260414R
3Y1B;KORNATOILUS$500M2.625%N260414A
3Y2B;MIZUHOFNUS$1.75B2.632%N210412A
3Y3B;MIZUHOFNUS$1.75B2.632%N210412R
3Y4B;MIZUHOFNUS$1.75B3.477%N260412A
3Y5B;MIZUHOFNUS$1.75B3.477%N260412R
3Y6B;MIZUHOFNUS$500M F210412A
3Y7B;MIZUHOFNUS$500M F210412R
3Y8B;PSA TR US$500M 2.5%N260412
3Y9B;KOREA RES US$500M2.25%210419
3YCB;MAJAPAHIT US$750M8%N190807R
3YDB;MAJAPAHIT US$750M8%N190807A
3YHB;PSA INT US$500M 4.625%N190911
3YUB;HUTCHIWHAMUS$1B5.75%190911A
3YVB;HUTCHIWHAMUS$1B5.75%190911R
3Z0B;BKOFNOVASCOCNY133M4.25%N180418
3Z2B;FCL TREA S$250M4.25%N260421
3Z3B;DBS GRP HKD1.5B3.24% N260419
3Z4B;KIAMOTORSUS$300M3.25%N260421A
3Z5B;KIAMOTORSUS$300M3.25%N260421R
3Z6B;KIAMOTORSUS$400M2.625%N210421A
3Z7B;KIAMOTORSUS$400M2.625%N210421R
3Z8B;CENTRALNIPUS$250MF210423
3Z9B;CENTRALNIPUS$350M2.293%B210423
3ZEB;OPTUS FIN US$500M4.625%N191015
3ZPB;TEMASEKFINUS$1.5B4.3%N191025R
3ZQB;TEMASEKFINUS$1.5B4.3%N191025A
3ZTB;PT ADARO US$800M7.625%N191022A
3ZUB;PT ADARO US$800M7.625%N191022R
3ZWB;NOBLEGROUPUS$850M6.75%N200129A
3ZXB;NOBLEGROUPUS$850M6.75%N200129R
40B;SMJ INTERNATIONAL HOLDINGSLTD.
40CW;KLW HOLDINGS LTD W170630
40D;STARBURST HOLDINGS LIMITED
40E;SPACKMAN ENTERTAINMENT GRP LTD
40F;ALLIANCE MINERAL ASSETSLIMITED
40I;TERRATECH GROUP LIMITED
40N;VERSALINK HOLDINGS LIMITED
40R;SERRANO LIMITED
40S;PERENNIAL REAL ESTATE HLDGSLTD
40T;ISEC HEALTHCARE LTD.
40U;MS HOLDINGS LIMITED
40V;SINGAPORE EDEVELOPMENT LTD
40W;ZICO HOLDINGS INC.
41A;UG HEALTHCARE CORPORATION LTD
41B;HUATIONG GLOBAL LIMITED
41F;GSS ENERGY LIMITED
41H;BLACKGOLD NATURAL RESOURCESLTD
41O;LHN LIMITED
41RW;ELEKTROMOTIVE GROUP W200505
41S;MAGNUS ENERGY GROUP LTD.
41T;GCCP RESOURCES LIMITED
41X;SINGAPORE O&G LTD.
42BW;EQUATION SUMMIT LIMITEDW170802
42C;IX BIOPHARMA LTD.
